trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
318,False,"{'a': 0.05, 'e': 0.20392561173421342}",25,9,26.48076110029421,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.05, 'e': 0.20290852850254407}",30,11,-45.611358652657806,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
320,False,"{'a': 0.05, 'e': 0.20189651799465538}",20,0,-13.190009605680238,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
321,False,"{'a': 0.05, 'e': 0.20088955491023208}",20,5,23.32572911649781,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.05, 'e': 0.1998876140751445}",25,11,16.8055768977699,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.05, 'e': 0.19889067044081962}",25,15,-23.978499216381984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.05, 'e': 0.19789869908361465}",25,8,27.19532632933417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.05, 'e': 0.19691167520419406}",25,0,-9.827495001037736,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
326,False,"{'a': 0.05, 'e': 0.19592957412690934}",20,0,-28.463845479573504,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
327,False,"{'a': 0.05, 'e': 0.1949523712991825}",20,0,1.596252334750174,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
328,False,"{'a': 0.05, 'e': 0.19398004229089189}",25,0,37.17368182637257,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.05, 'e': 0.19301256279376172}",25,0,26.769183052247552,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
330,False,"{'a': 0.05, 'e': 0.19204990862075408}",25,12,23.20145133976437,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.05, 'e': 0.19109205570546464}",20,13,-0.41747737450013034,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.05, 'e': 0.1901389801015205}",20,2,20.300444336401114,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.05, 'e': 0.18919065798198204}",20,13,12.272913276576302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.05, 'e': 0.1882470656387468}",20,2,-5.03016977853758,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
335,False,"{'a': 0.05, 'e': 0.18730817948195702}",20,0,-1.4044354339596588,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
336,False,"{'a': 0.05, 'e': 0.18637397603940997}",25,8,18.304485743441322,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.05, 'e': 0.18544443195597088}",30,15,-17.535186058602125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.05, 'e': 0.18451952399298926}",20,0,-48.61584842154277,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
339,False,"{'a': 0.05, 'e': 0.18359922902771786}",30,0,-14.624667980364357,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
340,False,"{'a': 0.05, 'e': 0.18268352405273466}",25,12,21.4136750644843,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.05, 'e': 0.1817723861753675}",20,0,-23.213635421435193,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
342,False,"{'a': 0.05, 'e': 0.1808657926171221}",25,0,23.75539806066751,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
